\# Annotated examples,Approach,\# n_train_column_tasd,\# n_train_column_asqp,rest15_tasd_precision,rest15_asqp_precision,rest16_tasd_precision,rest16_asqp_precision,flightabsa_tasd_precision,flightabsa_asqp_precision,coursera_tasd_precision,coursera_asqp_precision,hotels_tasd_precision,hotels_asqp_precision,tasd_avg,asqp_avg
10,EDA \textbackslash w Paraphrase,110,110,30.29230054530916,9.927658570267313,18.726515200304327,12.615127743837652,25.839793281653748,16.11512842918293,27.842497624738627,11.33970789946125,26.012561802035442,6.0537867175385305,25.74273369080826,11.210281872057536
10,EDA \textbackslash w DLO,30,30,28.78703917833845,6.76912723532259,16.486746235907525,9.320347656977921,25.064599483204137,15.110096427292746,31.04058902306631,10.79828105920362,23.35738184598717,6.341817510049586,24.947271153300715,9.667933977769293
10,EDA \textbackslash w DLO,60,60,29.430281337891426,8.426505455477148,18.035984691651443,10.647036081139046,25.633074935400522,14.911758882320893,30.77035665848074,12.886170095043123,24.63449286391215,7.976244572667471,25.700838097467255,10.969543017329537
10,EDA \textbackslash w DLO,110,110,31.63168372515255,9.159471257384116,19.324517717572157,11.303769850366445,26.82170542635659,14.097768191817448,30.64549650986401,14.184162658635202,25.231566411555164,7.969307024567255,26.73099395810009,11.342895796554094
10,QAIE,26.4,45.2,26.442277487817353,12.713240167465866,15.713502649886829,17.4210518204902,22.367254486332,20.192544425894717,28.494191119790752,19.70333090651772,29.389331238697643,12.401764240277856,24.481311396504918,16.486386312129273
50,['k-shot Gemma'],50,50,68.02816901408451,44.57142857142857,71.51898734177216,54.54545454545454,66.33466135458167,51.9455252918288,51.32275132275132,31.964809384164223,70.47244094488188,53.38645418326693,65.53540199561431,47.282734395228616
50,Paraphrase,50,50,39.569569781578814,24.58445565870013,37.177431395720326,23.752938367816434,36.102371140788385,18.576396948015223,37.641536030791315,20.719018658176832,45.20636645653512,23.671936712665072,39.13945496108279,22.26094926907474
50,DLO,50,50,40.47945452639597,24.9222246077679,44.59045829667416,29.09254875576314,42.009679742042124,28.30475085961021,39.2565189586673,20.442534554621034,49.17509188847373,28.5358071229491,43.102240682450656,26.25957318014228
50,LLMA \textbackslash w Paraphrase,full,full,60.48659199018088,38.23013370744029,63.324008275244026,47.386870493276966,64.28197504977814,48.061851272628964,46.391743177457464,27.13373058719327,65.42717046200626,45.940702026137764,59.98229779093335,41.35065761733544
50,LLMA \textbackslash w DLO,full,full,62.07336356922982,40.22952410694764,63.47314292802755,49.6419062187925,62.878736349682185,49.02066800401933,46.49938603658181,27.010057657817345,65.57681069890504,46.60944406998876,60.100287916485286,42.50232001151311
50,EDA \textbackslash w Paraphrase,150,150,44.89268496272237,26.618442429352523,42.98818858975834,28.7482222257049,43.246428271401584,28.94530914565605,39.14740856940956,21.298749109685524,47.27295397074418,28.8753682303081,43.50953287280721,26.897218228141423
50,EDA \textbackslash w Paraphrase,300,300,44.039090874558326,28.585109570128736,44.02715607401175,29.568015942437068,44.88910030445416,30.96837046190846,39.05857462348335,22.493850876201243,47.92192041709372,29.074222699040156,43.98716845872026,28.13791390994313
50,EDA \textbackslash w Paraphrase,550,550,43.563088220310945,28.172447180605513,44.56821120937151,30.603332578809123,43.47761875886137,31.632369113541973,37.926933999234905,22.678297586583046,45.78531285194485,28.695313992183696,43.06423300794472,28.356352090344664
50,EDA \textbackslash w DLO,150,150,45.42999767804095,30.873459831884738,46.592355554449554,33.95847753359274,44.3304486637639,35.845837517822304,40.10610474146743,25.456796726219086,50.349731432655794,32.63258881468528,45.36172761407553,31.753432084840824
50,EDA \textbackslash w DLO,300,300,45.425753432139686,31.172480256264983,47.57691513171257,34.64733705228453,45.314257849192124,37.38127301224364,40.3568437091651,25.082526986001128,48.67987171651414,33.89174753158487,45.47072836774472,32.43507296767583
50,EDA \textbackslash w DLO,550,550,45.92629927321829,31.124381428196756,46.841781642715695,34.87283151697758,46.80596714108829,38.171842098237995,39.95943843328493,26.27528575975516,49.54636362675585,33.475060593640514,45.8159700234126,32.7838802793616
50,QAIE,141.8,248.8,48.89060057077869,35.07347700144338,48.2854203925318,37.14902738679183,51.70753423531513,37.12725548853447,37.69930111298025,23.568179671626467,58.25837460944474,38.7761459458105,48.96824618421012,34.338817098841325
full,Paraphrase,full,full,-,46.16,-,56.63,70.21819494909941,57.368922647492205,52.7298107305518,32.0560369467832,68.4077403313502,52.614078904433576,63.7852486703338,48.965807699741795
full,DLO,full,full,-,47.08,-,57.92,68.60328589452863,56.666828751487344,52.790927251647375,32.02548211327873,68.4106930907487,54.390910316884494,63.2683020789749,49.61664423633011
